orderid,customerid,marketplaceid,orderno,unitsperorder,nooflineitems,date,ordertotal,shippingcost,carrier,shipmentweight
3249,2657,1,QQs-13053,1,1,4/3/2024,25.59,5.74,UPS by ShipStation,23
3250,3285,1,QQs-13054,1,1,4/3/2024,16.19,4.55,Stamps.com,7
3251,3621,1,QQs-13055,1,1,4/3/2024,97.99,10.08,FedEx,73
3252,1782,1,QQs-13056,3,1,4/3/2024,240.75,14.03,FedEx,176
3253,78,1,QQs-13057,6,1,4/3/2024,84.72,6.67,UPS by ShipStation,52
3254,3622,1,QQs-13058,5,3,4/3/2024,54.55,6.64,UPS by ShipStation,30
3255,3276,1,QQs-13059,2,2,4/3/2024,294.98,25.53,FedEx,295
3256,257,1,QQs-1306,10,7,7/30/2020,332.9,8.77,UPS,368
3257,2610,1,QQs-13060,30,6,4/3/2024,557.7,16.14,FedEx,415
3258,3623,1,QQs-13062,10,1,4/3/2024,226.92,0.64,Stamps.com,1
3259,70,1,QQs-13063,16,8,4/3/2024,315.5,16.87,FedEx,304
3260,2966,1,QQs-13064,4,3,4/3/2024,190.36,10.11,Stamps.com,144
3261,3624,1,QQs-13065,3,3,4/3/2024,20.82,6.16,Stamps.com,15
3262,3625,1,QQs-13066,1,1,4/3/2024,27.73,6.02,Stamps.com,28
3263,1458,1,QQs-13067,1,1,4/4/2024,72.5,10.08,FedEx,47
3264,1945,1,QQs-13068,2,2,4/4/2024,239.18,17.6,FedEx,288
3265,3417,1,QQs-13069,2,2,4/4/2024,153.89,10.2,FedEx,282
3266,256,1,QQs-1307,1,1,7/30/2020,21.99,7.62,FedEx,20
3267,1561,1,QQs-13070,6,5,4/4/2024,150.16,7.61,UPS by ShipStation,144
3268,3183,1,QQs-13071,1,1,4/4/2024,18.09,5.15,Stamps.com,12
3269,3626,1,QQs-13072,4,1,4/4/2024,319.16,16.33,FedEx,266
3270,2438,1,QQs-13073,8,7,4/5/2024,553.42,10.2,FedEx,470
3271,3454,1,QQs-13074,2,2,4/5/2024,52.28,8.81,UPS by ShipStation,36
3272,2376,1,QQs-13075,3,1,4/5/2024,167.1,14.03,FedEx,144
3273,3125,1,QQs-13076,13,8,4/5/2024,207.31,14.21,UPS by ShipStation,160
3274,382,1,QQs-13077,4,2,4/5/2024,177.04,10.2,FedEx,154
3275,3041,1,QQs-13078,6,2,4/5/2024,1033.94,39.27,FedEx,1104
3276,3371,1,QQs-13079,3,1,4/5/2024,93.93,8.74,Stamps.com,90
3277,255,1,QQs-1308,2,2,7/30/2020,38.53,7.65,FedEx,24
3278,3479,1,QQs-13080,1,1,4/5/2024,115.39,19.09,FedEx,160
3279,276,1,QQs-13081,6,6,4/5/2024,416.24,44.66,Stamps.com,240
3280,3595,1,QQs-13082,2,1,4/5/2024,179.98,10.08,FedEx,160
3281,3627,1,QQs-13083,2,1,4/5/2024,28.58,7.77,FedEx,18
3282,1089,1,QQs-13084,2,1,4/5/2024,699.78,25.53,FedEx,714
3283,3252,1,QQs-13085,1,1,4/5/2024,197.59,46.68,Stamps.com,256
3284,3628,1,QQs-13086,1,1,4/6/2024,28.49,6.72,Stamps.com,42
3285,1584,1,QQs-13087,1,1,4/6/2024,35.15,6.67,UPS by ShipStation,43
3286,2215,1,QQs-13088,1,1,4/6/2024,68.39,8.27,Stamps.com,54
3287,1410,1,QQs-13089,2,2,4/6/2024,167.47,7.01,Stamps.com,144
3288,65,1,QQs-1309,7,6,7/30/2020,84.93,7.75,Express 1,60
3289,3629,1,QQs-13090,1,1,4/7/2024,175.5,13,UPS by ShipStation,176
3290,2014,1,QQs-13091,1,1,4/7/2024,94.89,6.88,UPS by ShipStation,52
3291,3630,1,QQs-13092,1,1,4/7/2024,7.24,0,Stamps.com,2
3292,434,1,QQs-13093,1,1,4/7/2024,20.89,5.62,Stamps.com,12
3293,2102,1,QQs-13094,1,1,4/7/2024,98.79,10.08,FedEx,106
3294,3386,1,QQs-13096,2,2,4/8/2024,81.19,10.08,FedEx,58
3295,3631,1,QQs-13097,2,1,4/8/2024,282.37,43.37,FedEx,120
3296,3067,1,QQs-13098,3,3,4/8/2024,231.78,10.2,FedEx,330
3297,534,1,QQs-13099,1,1,4/8/2024,9.59,4.31,Stamps.com,7
3298,259,1,QQs-1310,2,1,7/30/2020,137.18,11.54,UPS,86
3299,3632,1,QQs-13100,2,2,4/8/2024,64.58,10.08,FedEx,70
3300,2348,1,QQs-13101,4,4,4/8/2024,466.28,0.64,Stamps.com,1
3301,1583,1,QQs-13102,2,2,4/8/2024,103.18,9.93,UPS by ShipStation,63
3302,2772,1,QQs-13103,3,2,4/8/2024,75.98,10.08,FedEx,64
3303,3633,1,QQs-13104,2,1,4/9/2024,54.81,16.03,FedEx,14
3304,468,1,QQs-13105,2,2,4/9/2024,36.09,10.08,FedEx,68
3305,2926,1,QQs-13106,1,1,4/9/2024,153.89,10.2,FedEx,221
3306,3634,1,QQs-13107,1,1,4/9/2024,55.25,15.13,FedEx,12
3307,3635,1,QQs-13108,1,1,4/9/2024,11.49,4.43,Stamps.com,6
3308,3548,1,QQs-13109,7,4,4/9/2024,474.13,13.5,FedEx,432
3309,98,1,QQs-1311,10,1,7/30/2020,169.9,8.02,Express 1,176
3310,3636,1,QQs-13110,4,4,4/9/2024,89.46,6.9,UPS by ShipStation,64
3311,308,1,QQs-13111,7,2,4/9/2024,475.14,25.53,FedEx,448
3312,3574,1,QQs-13112,7,4,4/9/2024,161.74,13,UPS by ShipStation,170
3313,2082,1,QQs-13113,3,1,4/9/2024,675.6,25.71,FedEx,1040
3314,2034,1,QQs-13114,1,1,4/9/2024,94.99,10.08,FedEx,90
3315,1872,1,QQs-13115,1,1,4/10/2024,24.69,8.5,Stamps.com,28
3316,2422,1,QQs-13116,2,1,4/10/2024,156.98,10.2,FedEx,168
3317,3637,1,QQs-13117,1,1,4/10/2024,646.32,6.67,UPS by ShipStation,54
3318,3638,1,QQs-13118,1,1,4/10/2024,35.28,6.86,Stamps.com,64
3319,2770,1,QQs-13119,1,1,4/10/2024,202.39,10.08,FedEx,138
3320,261,1,QQs-1312,6,3,7/31/2020,65.74,6.95,FedEx,37
3321,2518,1,QQs-13120,1,1,4/10/2024,28.49,8.74,Stamps.com,35
3322,2330,1,QQs-13121,1,1,4/10/2024,354.92,19.38,FedEx,80
3323,3639,1,QQs-13122,2,2,4/10/2024,18.59,6.09,Stamps.com,15.9
3324,3640,1,QQs-13123,2,2,4/10/2024,34.18,6.69,UPS by ShipStation,26
3325,2284,1,QQs-13124,3,2,4/10/2024,112.55,6.76,UPS by ShipStation,76
3326,3142,1,QQs-13125,2,2,4/11/2024,18.09,5.8,Stamps.com,15
3327,276,1,QQs-13126,1,1,4/11/2024,64.59,9.3,Stamps.com,48
3328,2193,1,QQs-13127,2,1,4/11/2024,379.98,11.97,FedEx,304
3329,1561,1,QQs-13128,3,3,4/11/2024,97.01,6.67,UPS by ShipStation,80
3330,3048,1,QQs-13129,1,1,4/11/2024,47.59,6.72,UPS by ShipStation,37
3331,260,1,QQs-1313,2,1,7/31/2020,37.48,8.45,Express 1,10
3332,1308,1,QQs-13130,12,3,4/11/2024,805.49,68.15,FedEx,1160
3333,1308,1,QQs-13131,10,1,4/11/2024,737.9,65.43,FedEx,1104
3334,3325,1,QQs-13132,2,2,4/11/2024,290.78,21.93,FedEx,520
3335,83,1,QQs-13133,1,1,4/11/2024,154.32,7.4,UPS by ShipStation,98
3336,2742,1,QQs-13134,4,4,4/11/2024,333.57,25.1,FedEx,444
3337,1872,1,QQs-13135,1,1,4/12/2024,24.69,8.5,Stamps.com,24
3338,1571,1,QQs-13137,3,1,4/12/2024,128.25,14.1,UPS,135
3339,2819,1,QQs-13138,2,1,4/12/2024,79.78,6.81,UPS by ShipStation,47
3340,1485,1,QQs-13139,2,2,4/12/2024,94.19,7.35,Stamps.com,112
3341,262,1,QQs-1314,5,1,7/31/2020,303.45,18.1,UPS,240
3342,1162,1,QQs-13140,2,2,4/12/2024,57.88,6.67,UPS by ShipStation,63
3343,143,1,QQs-13141,30,2,4/12/2024,836.49,11.34,FedEx,656
3344,3548,1,QQs-13142,2,1,4/12/2024,144.78,10.2,FedEx,128
3345,1573,1,QQs-13143,2,1,4/12/2024,49.38,6.81,UPS by ShipStation,38
3346,3251,1,QQs-13144,4,4,4/12/2024,208.86,10.36,FedEx,186
3347,1515,1,QQs-13145,6,2,4/12/2024,459.74,22.17,FedEx,447
3348,3641,1,QQs-13146,3,3,4/13/2024,86.13,6.82,Stamps.com,87
3349,3642,1,QQs-13147,1,1,4/13/2024,10.49,4.31,Stamps.com,5
3350,3643,1,QQs-13148,1,1,4/13/2024,17.99,5.62,Stamps.com,10
3351,1458,1,QQs-13149,1,1,4/13/2024,123.5,14.03,FedEx,91
3352,264,1,QQs-1315,2,1,7/31/2020,55.98,7.62,FedEx,48
3353,2523,1,QQs-13150,1,1,4/14/2024,119.69,7.65,UPS by ShipStation,105
3354,434,1,QQs-13151,1,1,4/14/2024,24.69,7.99,Stamps.com,23
3355,3644,1,QQs-13152,3,3,4/14/2024,35.67,6.69,UPS by ShipStation,22
3356,3645,1,QQs-13153,3,2,4/14/2024,134.77,13,UPS by ShipStation,135
3357,2512,1,QQs-13154,1,1,4/14/2024,47.49,7.77,FedEx,30
3358,1861,1,QQs-13155,5,3,4/15/2024,110.03,7.61,UPS by ShipStation,101
3359,3646,1,QQs-13156,2,2,4/15/2024,18.38,4.28,Stamps.com,6
3360,3447,1,QQs-13157,1,1,4/15/2024,2100,20.17,FedEx,688
3361,925,1,QQs-13158,3,2,4/15/2024,151.98,11.21,FedEx,128
3362,3647,1,QQs-13159,3,2,4/15/2024,740.86,20.75,FedEx,1088
3363,263,1,QQs-1316,2,1,7/31/2020,22.98,4.18,Stamps.com,12
3364,3648,1,QQs-13160,1,1,4/15/2024,51.29,8.74,Stamps.com,32
3365,1561,1,QQs-13161,1,1,4/15/2024,51.29,6.67,UPS by ShipStation,39
3366,3128,1,QQs-13162,1,1,4/15/2024,86.39,10.08,FedEx,64
3367,3649,1,QQs-13163,3,1,4/15/2024,270.47,19.09,FedEx,170
3368,926,1,QQs-13164,2,2,4/15/2024,105.88,6.64,UPS by ShipStation,43
3369,3650,1,QQs-13165,1,1,4/15/2024,239.39,25.53,FedEx,336
3370,3651,1,QQs-13166,13,13,4/15/2024,691.58,26.98,FedEx,618
3371,987,1,QQs-13167,3,3,4/15/2024,97.97,12,FedEx,71
3372,3652,1,QQs-13168,2,2,4/15/2024,265.58,17.92,FedEx,352
3373,3183,1,QQs-13169,1,1,4/16/2024,32.29,7.77,FedEx,35
3374,69,1,QQs-1317,2,2,7/31/2020,86.38,7.62,FedEx,58
3375,2538,1,QQs-13170,1,1,4/16/2024,121.06,7.61,UPS by ShipStation,144
3376,3340,1,QQs-13171,2,2,4/16/2024,49.98,7.77,FedEx,28.2
3377,235,1,QQs-13173,10,2,4/16/2024,577.4,25.53,FedEx,458
3378,3653,1,QQs-13174,2,2,4/16/2024,382.37,10.2,FedEx,384
3379,3585,1,QQs-13175,2,1,4/16/2024,39.78,8.74,Stamps.com,32
3380,739,1,QQs-13176,2,2,4/16/2024,15.78,4.47,Stamps.com,7.5
3381,259,1,QQs-13177,3,1,4/17/2024,180.21,11.37,FedEx,138
3382,1872,1,QQs-13178,2,1,4/17/2024,49.38,9.3,Stamps.com,48
3383,3386,1,QQs-13179,5,5,4/17/2024,115.06,12.5,FedEx,108
3384,265,1,QQs-1318,4,3,7/31/2020,241.56,13.15,UPS,176
3385,307,1,QQs-13180,1,1,4/17/2024,180.5,10.2,FedEx,192
3386,1573,1,QQs-13182,4,3,4/17/2024,48.57,6.81,UPS by ShipStation,32
3387,2771,1,QQs-13183,1,1,4/17/2024,73.3,14.76,FedEx,30
3388,3654,1,QQs-13184,1,1,4/17/2024,13.29,4.43,Stamps.com,7
3389,3655,1,QQs-13185,5,5,4/17/2024,150.05,19.09,FedEx,122
3390,3603,1,QQs-13186,2,1,4/17/2024,79.31,29.73,FedEx,22
3391,3656,1,QQs-13187,5,1,4/17/2024,103.05,21.41,FedEx,16
3392,1783,1,QQs-13188,1,1,4/17/2024,83.59,10.08,FedEx,74
3393,2974,1,QQs-13189,2,2,4/17/2024,45.68,6.9,UPS by ShipStation,38
3394,266,1,QQs-1319,1,1,8/1/2020,8.49,2.84,Stamps.com,3
3395,219,1,QQs-13190,1,1,4/17/2024,10.49,4.68,Stamps.com,7
3396,140,1,QQs-13191,2,2,4/17/2024,60.79,8.5,FedEx,47
3397,1561,1,QQs-13192,7,5,4/18/2024,181.49,7.61,UPS by ShipStation,152
3398,3657,1,QQs-13193,1,1,4/18/2024,16.19,4.68,Stamps.com,7
3399,3658,1,QQs-13194,1,1,4/18/2024,118.5,14.03,FedEx,136
3400,3659,1,QQs-13195,2,2,4/18/2024,147.28,19.09,FedEx,95
3401,608,1,QQs-13196,5,3,4/18/2024,71.96,8.74,Stamps.com,48
3402,2656,1,QQs-13197,1,1,4/18/2024,281.19,25.53,FedEx,394
3403,1324,1,QQs-13198,3,3,4/19/2024,96.98,10.08,FedEx,68
3404,3147,1,QQs-13199,1,1,4/19/2024,28.49,6.72,UPS by ShipStation,44
3405,268,1,QQs-1320,1,1,8/1/2020,18.99,5.27,Stamps.com,13
3406,3660,1,QQs-13200,2,2,4/19/2024,93.17,6.76,UPS by ShipStation,64
3407,2984,1,QQs-13201,1,1,4/19/2024,48.59,6.25,UPS by ShipStation,29
3408,1374,1,QQs-13202,4,3,4/19/2024,113.96,7.61,UPS by ShipStation,164
3409,3661,1,QQs-13203,3,2,4/19/2024,97.18,6.72,UPS by ShipStation,68
3410,2610,1,QQs-13204,59,6,4/19/2024,1096.81,25.73,FedEx,768
3411,558,1,QQs-13205,3,2,4/19/2024,18.34,5.07,Stamps.com,12
3412,850,1,QQs-13206,5,5,4/19/2024,36.68,7.77,FedEx,24.5
3413,3149,1,QQs-13207,1,1,4/19/2024,51.29,6.72,UPS by ShipStation,37
3414,3662,1,QQs-13208,1,1,4/19/2024,61.59,10.08,FedEx,63
3415,3369,1,QQs-13209,3,3,4/19/2024,344.45,10.2,FedEx,384
3416,267,1,QQs-1321,1,1,8/1/2020,475.79,11.12,UPS,416
3417,2508,1,QQs-13210,2,1,4/19/2024,21.18,6.16,Stamps.com,15
3418,3663,1,QQs-13211,2,2,4/20/2024,31.38,5.6,UPS by ShipStation,15
3419,3664,1,QQs-13212,2,2,4/20/2024,27.86,6.67,UPS by ShipStation,32
3420,3665,1,QQs-13213,1,1,4/21/2024,9.49,4.36,Stamps.com,4
3421,1410,1,QQs-13214,3,2,4/21/2024,273.52,15.47,UPS by ShipStation,288
3422,1410,1,QQs-13215,4,2,4/21/2024,311.49,15.02,UPS by ShipStation,272
3423,1900,1,QQs-13216,1,1,4/21/2024,36.13,6.67,UPS by ShipStation,36
3424,1326,1,QQs-13217,5,1,4/21/2024,246.85,10.08,FedEx,170
3425,747,1,QQs-13218,4,4,4/22/2024,95.97,10.08,FedEx,58
3426,3078,1,QQs-13219,3,3,4/22/2024,47.48,6.9,UPS by ShipStation,40.5
3427,44,1,QQs-1322,6,3,8/1/2020,183.54,11.52,UPS,154
3428,3666,1,QQs-13220,1,1,4/22/2024,19.99,5.15,Stamps.com,12
3429,3309,1,QQs-13221,1,1,4/22/2024,102.59,14.03,FedEx,100
3430,3274,1,QQs-13222,1,1,4/22/2024,136.79,10.35,FedEx,228
3431,3667,1,QQs-13223,1,1,4/22/2024,20.63,5.52,Stamps.com,14
3432,3482,1,QQs-13224,2,2,4/22/2024,109.98,10.08,FedEx,77
3433,2815,1,QQs-13225,2,2,4/23/2024,373.89,15.11,FedEx,464
3434,1924,1,QQs-13226,5,1,4/23/2024,145.95,11.61,UPS by ShipStation,155
3435,1139,1,QQs-13227,36,3,4/23/2024,732.6,0,FedEx,584
3436,3668,1,QQs-13228,1,1,4/23/2024,18.99,5.52,Stamps.com,15
3437,2254,1,QQs-13229,2,2,4/23/2024,106.29,7.61,UPS by ShipStation,104
3438,269,1,QQs-1323,1,1,8/2/2020,13.99,3.97,Stamps.com,10
3439,1571,1,QQs-13230,4,4,4/23/2024,385.86,16.03,UPS,266
3440,1571,1,QQs-13231,1,1,4/23/2024,69,12.41,UPS,48
3441,3041,1,QQs-13232,4,1,4/23/2024,1357.96,46.78,FedEx,1472
3442,3428,1,QQs-13233,2,1,4/23/2024,15.78,4.68,Stamps.com,8
3443,3517,1,QQs-13234,2,2,4/23/2024,24.79,8.5,Stamps.com,26
3444,2925,1,QQs-13235,1,1,4/23/2024,77.49,6.9,UPS by ShipStation,42
3445,3553,1,QQs-13236,2,2,4/23/2024,241.48,25.53,FedEx,192
3446,3646,1,QQs-13237,3,3,4/23/2024,16.99,4.95,Stamps.com,12
3447,1777,1,QQs-13238,1,1,4/23/2024,24.69,6.9,UPS by ShipStation,28
3448,338,1,QQs-13239,3,2,4/24/2024,132.59,7.65,UPS by ShipStation,122
3449,270,1,QQs-1324,1,1,8/2/2020,23.99,6.95,FedEx,23
3450,307,1,QQs-13240,1,1,4/24/2024,180.5,15.89,UPS by ShipStation,176
3451,3120,1,QQs-13241,2,2,4/24/2024,52.68,6.67,UPS by ShipStation,32
3452,3669,1,QQs-13242,1,1,4/24/2024,35.19,5.96,UPS by ShipStation,24
3453,3560,1,QQs-13243,2,2,4/24/2024,89.99,8.74,Stamps.com,70
3454,1561,1,QQs-13244,10,4,4/24/2024,153.48,6.77,Stamps.com,112
3455,3574,1,QQs-13245,2,2,4/24/2024,205.19,13.57,UPS by ShipStation,192
3456,2224,1,QQs-13246,15,14,4/24/2024,385.26,10.4,FedEx,250
3457,2844,1,QQs-13247,1,1,4/24/2024,83.59,6.9,UPS by ShipStation,76
3458,3670,1,QQs-13248,6,1,4/24/2024,478.74,18.92,FedEx,352
3459,3671,1,QQs-13249,2,2,4/25/2024,15.99,6.09,Stamps.com,13
3460,272,1,QQs-1325,1,1,8/2/2020,26.79,6.95,FedEx,25
3461,2468,1,QQs-13250,7,4,4/25/2024,133.73,7.59,UPS by ShipStation,94
3462,3123,1,QQs-13251,2,2,4/25/2024,125.08,10.08,FedEx,79
3463,3575,1,QQs-13252,1,1,4/25/2024,17.49,4.31,Stamps.com,8
3464,2924,1,QQs-13253,16,1,4/25/2024,522.08,19.09,FedEx,264
3465,3672,1,QQs-13254,2,2,4/25/2024,16.19,5.93,Stamps.com,13
3466,434,1,QQs-13255,1,1,4/26/2024,17.99,5.62,Stamps.com,11
3467,2003,1,QQs-13256,1,1,4/26/2024,51.59,5.81,UPS by ShipStation,47
3468,2104,1,QQs-13257,3,1,4/26/2024,51.37,10.08,FedEx,30
3469,2521,1,QQs-13258,11,11,4/26/2024,875.89,20.89,FedEx,768
3470,3673,1,QQs-13259,5,5,4/26/2024,97.45,10.08,FedEx,52
3471,222,1,QQs-1326,10,1,8/3/2020,282.4,18.3,Express 1,192
3472,2337,1,QQs-13260,2,2,4/26/2024,33.19,8.74,Stamps.com,42
3473,2784,1,QQs-13261,2,2,4/26/2024,91,6.67,UPS by ShipStation,78
3474,2521,1,QQs-13262,4,4,4/26/2024,72.36,8.74,Stamps.com,44
3475,3674,1,QQs-13263,2,1,4/26/2024,18.98,5.45,Stamps.com,10.4
3476,3119,1,QQs-13264,1,1,4/27/2024,79.79,8.81,UPS by ShipStation,58
3477,3542,1,QQs-13265,11,10,4/27/2024,236.3,10.2,FedEx,208
3478,3675,1,QQs-13266,3,3,4/27/2024,36.17,7.77,FedEx,21
3479,3676,1,QQs-13267,2,2,4/27/2024,63.68,10.08,FedEx,68
3480,468,1,QQs-13268,2,2,4/27/2024,36.09,10.08,FedEx,68
3481,3218,1,QQs-13269,1,1,4/28/2024,51.29,7.77,FedEx,32
3482,271,1,QQs-1327,1,1,8/3/2020,137.83,7.63,Express 1,64
3483,1410,1,QQs-13270,4,1,4/28/2024,334.28,10.2,FedEx,298
3484,3491,1,QQs-13271,2,2,4/28/2024,119.88,11.85,FedEx,120
3485,3677,1,QQs-13272,3,2,4/28/2024,18.98,6.23,Stamps.com,13
3486,1872,1,QQs-13273,2,1,4/28/2024,49.38,9.3,Stamps.com,48
3487,3512,1,QQs-13274,3,2,4/29/2024,65.14,6.67,UPS by ShipStation,40
3488,300,1,QQs-13275,3,1,4/29/2024,706.95,31.08,FedEx,618
3489,2562,1,QQs-13276,1,1,4/29/2024,62.39,6.81,UPS by ShipStation,48
3490,3002,1,QQs-13277,2,2,4/29/2024,15.19,5.45,Stamps.com,10
3491,3424,1,QQs-13278,1,1,4/29/2024,13.29,4.55,Stamps.com,6
3492,3645,1,QQs-13279,3,3,4/30/2024,46.48,10.08,FedEx,48
3493,195,1,QQs-1328,2,1,8/3/2020,28.29,3.93,Stamps.com,8.4
3494,3678,1,QQs-13280,1,1,4/30/2024,27.49,9.3,Stamps.com,18
3495,3679,1,QQs-13281,1,1,4/30/2024,9.49,4.31,Stamps.com,6
3496,3149,1,QQs-13282,1,1,4/30/2024,51.29,6.72,UPS by ShipStation,40
3497,3680,1,QQs-13283,1,1,4/30/2024,34.19,10.51,UPS by ShipStation,60
3498,441,1,QQs-13284,4,2,5/1/2024,27.48,5.82,UPS by ShipStation,20
3499,3673,1,QQs-13285,3,2,5/1/2024,271.17,10.2,FedEx,208
3500,3681,1,QQs-13286,1,1,5/1/2024,8.99,4.11,Stamps.com,4
3501,3131,1,QQs-13287,1,1,5/1/2024,31.49,6.16,Stamps.com,15
3502,3455,1,QQs-13288,2,2,5/1/2024,16.19,5.45,Stamps.com,12
3503,3048,1,QQs-13289,1,1,5/1/2024,47.59,6.82,Stamps.com,32
3504,274,1,QQs-1329,1,1,8/3/2020,71.29,7.62,FedEx,88
3505,2181,1,QQs-13290,1,1,5/1/2024,136.79,10.95,UPS by ShipStation,110
3506,3247,1,QQs-13291,2,2,5/2/2024,174.79,10.47,FedEx,208
3507,3682,1,QQs-13292,4,2,5/2/2024,672.14,73.6,FedEx,384
3508,1452,1,QQs-13293,2,2,5/2/2024,177.99,14.63,UPS,160
3509,2422,1,QQs-13294,1,1,5/2/2024,299.29,21.17,UPS,320
3510,3655,1,QQs-13295,7,7,5/2/2024,180.94,19.51,Stamps.com,154
3511,3325,1,QQs-13296,4,4,5/2/2024,406.17,21.93,FedEx,528
3512,3325,1,QQs-13297,4,3,5/2/2024,393.27,23.95,FedEx,576
3513,3325,1,QQs-13298,4,3,5/2/2024,440.37,42.44,FedEx,992
3514,2986,1,QQs-13299,4,3,5/2/2024,79.96,8.61,UPS by ShipStation,59
3515,273,1,QQs-1330,6,2,8/3/2020,153.14,7.62,FedEx,160
3516,263,1,QQs-13300,4,4,5/3/2024,44.24,8.74,Stamps.com,25
3517,3614,1,QQs-13301,1,1,5/3/2024,47.69,7,Stamps.com,45
3518,669,1,QQs-13302,1,1,5/3/2024,47.59,8.74,Stamps.com,45
3519,3557,1,QQs-13303,2,2,5/3/2024,91.19,8.74,Stamps.com,123
3520,2871,1,QQs-13304,4,4,5/3/2024,38.97,8.74,Stamps.com,32
3521,809,1,QQs-13305,1,1,5/3/2024,26.67,6.73,Stamps.com,24
3522,3472,1,QQs-13306,1,1,5/3/2024,94.99,10.08,FedEx,100
3523,3683,1,QQs-13307,2,1,5/3/2024,47.58,8.74,Stamps.com,40
3524,3684,1,QQs-13308,4,4,5/4/2024,245.73,19.31,FedEx,330
3525,1583,1,QQs-13309,8,6,5/4/2024,162.14,10.2,FedEx,112
3526,241,1,QQs-1331,1,1,8/3/2020,31.29,7.62,FedEx,35
3527,2183,1,QQs-13310,6,5,5/4/2024,123.45,10.08,FedEx,112
3528,3278,1,QQs-13311,1,1,5/4/2024,75.89,7.33,Stamps.com,80
3529,2575,1,QQs-13312,5,3,5/4/2024,31.56,5.73,UPS by ShipStation,15
3530,3685,1,QQs-13313,1,1,5/5/2024,34.19,8.74,Stamps.com,14
3531,3149,1,QQs-13314,2,2,5/5/2024,112.78,6.98,UPS by ShipStation,67
3532,2566,1,QQs-13315,2,2,5/5/2024,38.98,8.74,Stamps.com,28
3533,910,1,QQs-13316,2,2,5/6/2024,33.99,8.74,Stamps.com,32
3534,2904,1,QQs-13317,2,2,5/6/2024,72.18,8.75,UPS by ShipStation,103
3535,3022,1,QQs-13318,2,2,5/6/2024,281.09,15.9,FedEx,272
3536,3674,1,QQs-13319,2,2,5/6/2024,18.98,4.55,Stamps.com,8
3537,275,1,QQs-1332,1,1,8/3/2020,14.11,0.5,Stamps.com,1
3538,2765,1,QQs-13320,2,2,5/6/2024,97.18,7.63,Stamps.com,90
3539,1872,1,QQs-13321,2,1,5/6/2024,60.88,9.3,Stamps.com,48
3540,3555,1,QQs-13322,1,1,5/6/2024,93.99,10.08,FedEx,80
3541,3632,1,QQs-13323,2,2,5/6/2024,56.98,10.08,FedEx,61
3542,336,1,QQs-13324,1,1,5/6/2024,17.09,4.68,Stamps.com,7.5
3543,2348,1,QQs-13325,4,4,5/7/2024,467.36,8.74,FedEx,608
3544,2348,1,QQs-13326,3,2,5/7/2024,266.92,12.61,UPS by ShipStation,208
3545,2196,1,QQs-13327,2,2,5/7/2024,33.19,6.72,UPS by ShipStation,39
3546,627,1,QQs-13328,2,2,5/7/2024,53.38,7.77,FedEx,27
3547,2438,1,QQs-13329,3,3,5/7/2024,87.38,6.81,UPS by ShipStation,79
3548,275,1,QQs-1333,1,1,8/3/2020,26.54,7.15,Express 1,6
3549,471,1,QQs-13330,2,1,5/7/2024,118.68,10.08,FedEx,64
3550,3686,1,QQs-13331,2,1,5/7/2024,18.98,4.31,Stamps.com,8
3551,3687,1,QQs-13332,1,1,5/7/2024,9.69,4.19,Stamps.com,4
3552,987,1,QQs-13333,2,2,5/7/2024,95.18,10.08,FedEx,63
3553,3670,1,QQs-13334,3,2,5/7/2024,487.57,19.67,FedEx,360
3554,1561,1,QQs-13335,5,4,5/7/2024,145.66,6.88,Stamps.com,112
3555,3667,1,QQs-13336,1,1,5/8/2024,14.47,4.21,Stamps.com,6
3556,3555,1,QQs-13338,3,2,5/8/2024,239.38,23.78,FedEx,406
3557,2223,1,QQs-13339,3,2,5/8/2024,71.59,10.08,FedEx,68
3558,277,1,QQs-1334,2,1,8/3/2020,181.38,11.27,UPS,144
3559,3420,1,QQs-13340,2,2,5/8/2024,28.58,5.45,Stamps.com,10
3560,393,1,QQs-13341,7,3,5/8/2024,106.22,10.08,FedEx,64
3561,3688,1,QQs-13342,2,2,5/8/2024,23.58,5.89,UPS by ShipStation,14
3562,739,1,QQs-13343,1,1,5/8/2024,62.39,7.77,FedEx,30
3563,2646,1,QQs-13344,1,1,5/8/2024,41.79,9.3,Stamps.com,40
3564,2544,1,QQs-13345,5,5,5/8/2024,40.26,7.77,FedEx,24
3565,2464,1,QQs-13346,6,6,5/9/2024,163.35,19.09,FedEx,168
3566,1849,1,QQs-13347,2,2,5/9/2024,86.48,7.77,FedEx,52
3567,3689,1,QQs-13348,4,4,5/9/2024,140.86,19.09,FedEx,154
3568,3690,1,QQs-13349,5,4,5/9/2024,109.45,7.15,Stamps.com,92.5
3569,276,1,QQs-1335,1,1,8/3/2020,503.5,18.3,Express 1,208
3570,3691,1,QQs-13350,2,2,5/9/2024,37.98,7.77,FedEx,31
3571,804,1,QQs-13351,2,1,5/9/2024,212.78,19.09,FedEx,128
3572,276,1,QQs-1335-1,4,4,8/3/2020,190.6266667,16.6,Express 1,208
3573,436,1,QQs-13352,2,2,5/9/2024,111.19,10.2,FedEx,151
3574,3278,1,QQs-13353,3,2,5/9/2024,151.78,13.83,UPS by ShipStation,152
3575,3109,1,QQs-13354,9,5,5/9/2024,314.91,8.03,UPS by ShipStation,224
3576,3653,1,QQs-13355,4,2,5/9/2024,269.97,6.88,Stamps.com,200
